id_orden,fecha_orden,id_vendedor,id_producto,cantidad
233,16/01/2004,48,1554,1
234,16/01/2004,100,8823,2
235,16/01/2004,52,8995,3
236,16/01/2004,77,4759,1
237,16/01/2004,44,9467,1
238,16/01/2004,34,8657,2
239,16/01/2004,79,7187,3
240,16/01/2004,33,1841,1
241,16/01/2004,88,1672,1
242,20/01/2004,66,9470,1
243,20/01/2004,80,1609,1
244,20/01/2004,68,4619,2
245,29/01/2004,73,3938,2
246,14/01/2004,9,5662,1
247,14/01/2004,70,348,2
248,14/01/2004,35,8140,3
249,14/01/2004,97,3564,3
250,14/01/2004,50,357,2
251,14/01/2004,2,2010,2
252,14/01/2004,14,6998,1
253,14/01/2004,62,8894,2
254,14/01/2004,7,3415,1
255,24/01/2004,4,9042,1
256,24/01/2004,37,7525,1
257,24/01/2004,63,8094,1
258,24/01/2004,5,5912,1
259,24/01/2004,68,1015,1
260,24/01/2004,64,2442,1
261,24/01/2004,51,5892,1
262,28/01/2004,61,4691,1
263,28/01/2004,8,5871,1
264,28/01/2004,92,5846,2
265,28/01/2004,31,8156,3
266,28/01/2004,61,5266,2
267,28/01/2004,38,7294,1
268,28/01/2004,77,2642,2
269,28/01/2004,3,5382,1
270,28/01/2004,6,9316,2
271,7/01/2004,10,6800,2
272,7/01/2004,3,4434,1
273,7/01/2004,96,7032,1
274,7/01/2004,87,162,3
275,7/01/2004,33,8525,2
276,7/01/2004,11,3215,3
277,7/01/2004,74,5269,3
278,7/01/2004,1,2503,1
279,7/01/2004,56,733,2
280,7/01/2004,43,8899,2
281,17/01/2004,54,3440,2
282,17/01/2004,9,440,1
283,17/01/2004,3,51,2
284,17/01/2004,35,2929,3
285,17/01/2004,91,8202,2
286,17/01/2004,7,4675,1
287,17/01/2004,93,1910,2
288,29/01/2004,6,7114,2
289,29/01/2004,57,929,3
290,29/01/2004,86,8675,1
291,15/01/2004,100,5787,3
292,24/01/2004,51,9465,1
293,24/01/2004,16,2749,1
294,24/01/2004,90,8098,1
295,24/01/2004,96,7468,1
296,24/01/2004,20,1734,3
297,24/01/2004,73,7609,1
298,24/01/2004,69,9812,3
299,24/01/2004,100,3416,3
300,15/01/2004,82,6005,1
301,15/01/2004,100,813,2
302,15/01/2004,83,1370,2
303,4/01/2004,37,6684,2
304,4/01/2004,12,3124,3
305,24/01/2004,80,3993,1
306,24/01/2004,70,4527,1
307,24/01/2004,99,3083,2
308,24/01/2004,24,55,2
309,24/01/2004,82,1263,2
310,3/01/2004,69,9103,3
311,3/01/2004,45,627,1
312,3/01/2004,60,5271,1
313,3/01/2004,39,9279,1
314,3/01/2004,89,3880,2
315,3/01/2004,76,6385,3
316,3/01/2004,49,5395,2
317,26/01/2004,35,7893,2
318,26/01/2004,18,3819,1
319,26/01/2004,16,8493,3
320,26/01/2004,81,7145,2
321,26/01/2004,96,5162,2
322,26/01/2004,32,5025,2
323,26/01/2004,61,6719,1
324,26/01/2004,77,7560,2
325,26/01/2004,82,1391,1
326,26/01/2004,40,1959,3
327,26/01/2004,32,8443,3
328,6/01/2004,94,8885,1
329,15/01/2004,67,6577,3
330,15/01/2004,31,2220,2
331,15/01/2004,99,7785,3
332,5/01/2004,78,8735,1
333,5/01/2004,41,6740,2
334,5/01/2004,6,8326,3
335,5/01/2004,93,7734,1
336,5/01/2004,85,5905,2
337,5/01/2004,65,7638,3
338,9/01/2004,16,1790,2
339,9/01/2004,28,4431,2
340,21/01/2004,23,6077,1
341,21/01/2004,22,8058,3
342,21/01/2004,7,3988,2
343,21/01/2004,87,3943,1
344,21/01/2004,32,5997,1
345,21/01/2004,54,9016,2
346,21/01/2004,94,8813,3
347,21/01/2004,21,4607,2
348,10/01/2004,51,3012,1
349,10/01/2004,100,7495,2
350,10/01/2004,37,4859,1
351,10/01/2004,88,8589,1
352,10/01/2004,4,2932,1
353,10/01/2004,97,29,3
354,9/01/2004,68,1755,1
355,9/01/2004,51,9598,3
356,9/01/2004,78,1130,3
357,9/01/2004,29,2073,3
358,9/01/2004,99,5362,3
359,9/01/2004,81,4659,3
360,9/01/2004,23,8924,3
361,13/01/2004,62,6737,1
362,13/01/2004,61,3472,2
363,15/01/2004,52,5412,1
364,15/01/2004,23,2687,1
365,15/01/2004,18,6934,2
366,15/01/2004,39,2364,2
367,15/01/2004,5,2192,2
368,16/01/2004,99,944,3
369,28/01/2004,3,1802,2
370,28/01/2004,79,4390,3
371,28/01/2004,40,6831,3
372,12/01/2004,23,6005,3
373,4/01/2004,89,3132,2
374,4/01/2004,69,4557,2
375,4/01/2004,71,7451,3
376,4/01/2004,88,9588,1
377,4/01/2004,58,206,1
378,4/01/2004,44,8979,3
379,4/01/2004,56,398,2
380,4/01/2004,6,1839,1
381,25/01/2004,89,4090,2
382,25/01/2004,34,6019,3
383,25/01/2004,31,5634,1
384,25/01/2004,69,8033,3
385,25/01/2004,86,714,3
386,15/01/2004,84,9169,1
387,15/01/2004,57,9009,3
388,15/01/2004,63,1918,3
389,15/01/2004,48,9287,1
390,15/01/2004,21,8210,3
391,15/01/2004,23,5088,1
392,15/01/2004,67,1883,1
393,15/01/2004,98,6276,1
394,15/01/2004,24,7487,1
395,23/01/2004,57,5528,3
396,23/01/2004,96,9578,2
397,23/01/2004,12,6379,2
398,1/01/2004,35,993,1
399,1/01/2004,63,8011,1
400,1/01/2004,40,1861,3
401,1/01/2004,86,3808,1
402,1/01/2004,37,6981,3
403,1/01/2004,94,117,3
404,1/01/2004,72,1768,2
405,1/01/2004,87,1483,3
406,1/01/2004,13,6757,3
407,9/01/2004,23,2230,1
408,9/01/2004,17,4527,3
409,9/01/2004,9,5458,2
410,9/01/2004,95,8569,3
411,9/01/2004,18,3867,3
412,9/01/2004,55,1742,1
413,9/01/2004,94,2472,2
414,9/01/2004,72,9174,2
415,12/01/2004,15,5019,3
416,12/01/2004,48,180,2
417,12/01/2004,39,6195,3
418,12/01/2004,90,5202,3
419,8/01/2004,67,7883,1
420,8/01/2004,67,3252,2
421,8/01/2004,9,6380,1
422,8/01/2004,38,2436,1
423,8/01/2004,10,1382,2
424,7/01/2004,46,132,1
425,7/01/2004,15,7452,2
426,17/01/2004,64,8971,3
427,17/01/2004,20,2355,2
428,17/01/2004,72,7395,2
429,17/01/2004,40,925,2
430,17/01/2004,34,9413,3
431,20/01/2004,9,4485,2
432,20/01/2004,8,3026,2
433,20/01/2004,85,8760,2
434,31/01/2004,32,7988,2
435,31/01/2004,12,5156,1
436,31/01/2004,30,6367,3
437,31/01/2004,72,8642,2
438,31/01/2004,82,5843,1
439,31/01/2004,75,9509,1
440,31/01/2004,1,5765,1
441,31/01/2004,96,7872,2
442,31/01/2004,70,9242,2
443,25/01/2004,74,5972,1
444,25/01/2004,77,8192,2
445,25/01/2004,60,5228,3
446,4/01/2004,80,5570,1
447,4/01/2004,63,2480,1
448,4/01/2004,82,317,1
449,4/01/2004,81,7273,2
450,4/01/2004,65,2118,3
451,4/01/2004,73,9397,3
452,4/01/2004,76,7216,3
453,4/01/2004,56,3060,2
454,4/01/2004,21,1542,1
455,25/01/2004,23,8674,1
456,25/01/2004,8,8547,2
457,25/01/2004,82,9328,3
458,25/01/2004,31,5573,3
459,29/01/2004,20,3078,1
460,29/01/2004,80,2671,1
461,21/01/2004,97,2672,2
462,21/01/2004,25,3141,2
463,21/01/2004,14,804,2
464,21/01/2004,99,6633,3
465,21/01/2004,66,3277,3
466,21/01/2004,40,2465,1
467,4/01/2004,12,826,1
468,24/01/2004,48,1445,2
469,24/01/2004,65,8008,2
470,24/01/2004,73,5993,2
471,24/01/2004,84,8905,1
472,24/01/2004,46,356,1
473,24/01/2004,25,7473,2
474,24/01/2004,12,7307,3
475,26/01/2004,10,3799,3
476,26/01/2004,55,3404,2
477,2/01/2004,79,677,2
478,2/01/2004,29,1123,1
479,4/01/2004,55,6683,2
480,4/01/2004,75,3554,2
481,4/01/2004,94,8002,2
482,4/01/2004,58,7162,2
483,4/01/2004,92,7405,2
484,4/01/2004,65,3750,2
485,4/01/2004,90,8409,1
486,4/01/2004,64,7036,1
487,4/01/2004,13,65,1
488,23/01/2004,25,1692,1
489,23/01/2004,92,6336,1
490,23/01/2004,87,3610,3
491,17/01/2004,79,7370,1
492,17/01/2004,93,7650,2
493,13/01/2004,55,9281,2
494,13/01/2004,35,6918,3
495,17/01/2004,70,4393,3
496,17/01/2004,38,5798,2
497,17/01/2004,46,142,3
498,17/01/2004,24,4453,2
499,17/01/2004,95,304,3
500,13/01/2004,80,7747,3
501,2/01/2004,77,208,2
502,2/01/2004,35,5632,3
503,2/01/2004,40,8731,1
504,2/01/2004,59,7176,2
505,21/01/2004,84,4248,2
506,16/01/2004,40,866,1
507,16/01/2004,39,7493,2
508,16/01/2004,1,8606,3
509,16/01/2004,49,5084,2
510,16/01/2004,40,5970,2
511,16/01/2004,83,1749,3
512,16/01/2004,65,9745,1
513,16/01/2004,69,3401,2
514,16/01/2004,2,1443,1
515,25/01/2004,88,5688,2
516,25/01/2004,3,5323,3
517,25/01/2004,94,592,1
518,25/01/2004,18,4325,1
519,31/01/2004,36,9932,2
520,31/01/2004,78,5271,2
521,31/01/2004,68,1091,1
522,31/01/2004,20,464,1
523,31/01/2004,69,503,1
524,31/01/2004,3,4795,2
525,31/01/2004,56,5586,2
526,19/01/2004,86,7939,1
527,19/01/2004,70,7627,1
528,2/01/2004,86,1429,1
529,2/01/2004,17,9993,3
530,2/01/2004,12,517,3
531,2/01/2004,49,2300,2
532,2/01/2004,1,4939,2
533,22/01/2004,84,5611,1
534,22/01/2004,56,1433,1
535,22/01/2004,11,7262,3
536,22/01/2004,30,4707,1
537,22/01/2004,64,9631,1
538,22/01/2004,45,2659,3
539,22/01/2004,73,5907,1
540,17/01/2004,90,2762,3
541,17/01/2004,61,4467,1
542,17/01/2004,8,7854,3
543,17/01/2004,3,9066,1
544,17/01/2004,95,157,2
545,17/01/2004,75,8194,2
546,17/01/2004,70,3622,2
547,23/01/2004,13,2520,3
548,23/01/2004,89,6789,1
549,23/01/2004,36,2353,3
550,23/01/2004,37,9409,3
551,23/01/2004,68,2583,2
552,24/01/2004,44,8451,2
553,12/01/2004,49,9096,1
554,12/01/2004,28,8924,3
555,12/01/2004,22,9567,1
556,4/01/2004,20,1651,1
557,4/01/2004,53,5801,3
558,4/01/2004,83,2269,3
559,4/01/2004,6,7886,1
560,4/01/2004,94,6412,1
561,4/01/2004,11,6561,2
562,4/01/2004,53,4607,3
563,4/01/2004,2,5743,3
564,4/01/2004,62,1225,2
565,4/01/2004,27,808,1
566,4/01/2004,82,2127,1
567,4/01/2004,75,2693,1
568,4/01/2004,64,7352,1
569,4/01/2004,57,9314,3
570,4/01/2004,69,408,2
571,24/01/2004,26,4353,3
572,24/01/2004,47,5795,1
573,24/01/2004,63,3818,3
574,24/01/2004,58,9264,3
575,24/01/2004,52,6223,2
576,22/01/2004,52,6802,1
577,22/01/2004,75,8212,3
578,22/01/2004,45,2681,1
579,22/01/2004,41,2148,1
580,22/01/2004,43,1194,1
581,22/01/2004,14,9034,1
582,22/01/2004,86,6576,2
583,22/01/2004,26,4278,3
584,6/01/2004,81,9543,2
585,6/01/2004,82,4380,3
586,6/01/2004,19,1784,1
587,6/01/2004,79,2677,3
588,6/01/2004,59,2566,2
589,6/01/2004,55,6685,3
590,6/01/2004,61,6482,2
591,26/01/2004,48,9195,3
592,6/01/2004,44,4704,1
593,6/01/2004,38,8323,2
594,6/01/2004,2,1501,3
595,6/01/2004,90,4101,1
596,6/01/2004,37,1182,3
597,6/01/2004,67,9850,1
598,6/01/2004,25,9082,1
599,6/01/2004,100,1586,1
600,21/01/2004,14,3167,3
601,21/01/2004,15,2345,3
602,21/01/2004,35,9754,1
603,19/01/2004,82,140,2
604,19/01/2004,37,7427,3
605,19/01/2004,43,976,3
606,19/01/2004,8,6305,2
607,19/01/2004,53,9971,3
608,12/01/2004,24,2346,1
609,12/01/2004,52,4284,3
610,12/01/2004,35,307,2
611,7/01/2004,28,2440,2
612,7/01/2004,25,6111,3
613,7/01/2004,87,6021,2
614,7/01/2004,58,2954,2
615,7/01/2004,55,351,1
616,15/01/2004,25,6402,3
617,27/01/2004,89,2593,1
618,27/01/2004,71,897,3
619,27/01/2004,41,488,1
620,27/01/2004,59,2173,1
621,27/01/2004,15,4676,3
622,27/01/2004,69,7287,3
623,27/01/2004,53,1143,2
624,27/01/2004,26,5514,3
625,29/01/2004,57,8846,3
626,29/01/2004,89,952,3
627,29/01/2004,78,8868,3
628,29/01/2004,26,7430,3
629,29/01/2004,48,7310,2
630,29/01/2004,2,6139,3
631,29/01/2004,1,7968,3
632,29/01/2004,62,6778,3
633,29/01/2004,85,8237,3
634,4/01/2004,64,27,3
635,4/01/2004,83,1854,2
636,4/01/2004,25,4036,1
637,4/01/2004,87,4006,3
638,4/01/2004,70,757,1
639,4/01/2004,80,5300,1
640,4/01/2004,11,1003,2
641,4/01/2004,87,9062,3
642,5/01/2004,97,6273,1
643,5/01/2004,60,4618,1
644,5/01/2004,23,1381,1
645,5/01/2004,40,2000,1
646,5/01/2004,48,5766,3
647,5/01/2004,36,1008,2
648,5/01/2004,66,4604,1
649,5/01/2004,47,5996,2
650,5/01/2004,21,8188,1
651,5/01/2004,58,6456,3
652,5/01/2004,77,5463,2
653,5/01/2004,18,7622,3
654,6/01/2004,12,5505,3
655,6/01/2004,43,1209,3
656,6/01/2004,99,1961,1
657,6/01/2004,27,9437,3
658,6/01/2004,4,938,1
659,6/01/2004,96,3519,2
660,6/01/2004,34,3305,2
661,6/01/2004,28,4180,3
662,1/01/2004,56,1471,3
663,1/01/2004,52,7563,3
664,1/01/2004,98,4014,2
665,1/01/2004,96,3841,2
666,1/01/2004,26,7764,3
667,1/01/2004,91,4060,1
668,1/01/2004,26,7438,2
669,1/01/2004,61,155,3
670,27/01/2004,61,35,1
671,27/01/2004,22,4955,2
672,27/01/2004,52,5493,3
673,27/01/2004,43,634,2
674,27/01/2004,12,9309,1
675,27/01/2004,31,4051,1
676,27/01/2004,53,1173,1
677,27/01/2004,35,7713,2
678,27/01/2004,40,6798,1
679,4/01/2004,44,7831,3
680,4/01/2004,49,413,3
681,4/01/2004,39,6721,3
682,4/01/2004,2,7576,2
683,4/01/2004,25,8302,3
684,14/01/2004,21,2389,1
685,14/01/2004,24,5660,1
686,14/01/2004,28,4259,3
687,14/01/2004,19,2477,2
688,14/01/2004,99,1325,1
689,14/01/2004,84,618,3
690,14/01/2004,76,1743,1
691,14/01/2004,22,2684,1
692,14/01/2004,13,6849,1
693,28/01/2004,18,6150,2
694,28/01/2004,24,9513,2
695,28/01/2004,68,3685,2
696,28/01/2004,59,7706,2
697,28/01/2004,35,3983,1
698,28/01/2004,100,6217,3
699,6/01/2004,68,5908,1
700,6/01/2004,23,4459,2
701,6/01/2004,71,8799,2
702,6/01/2004,48,8229,1
703,25/01/2004,100,2340,1
704,25/01/2004,21,2441,3
705,25/01/2004,7,6569,1
706,25/01/2004,64,2940,1
707,25/01/2004,9,5955,1
708,25/01/2004,38,4888,3
709,25/01/2004,2,741,1
710,30/01/2004,53,6802,3
711,30/01/2004,37,9611,1
712,30/01/2004,53,4013,3
713,30/01/2004,23,7461,1
714,30/01/2004,16,9892,2
715,30/01/2004,13,7320,1
716,30/01/2004,62,2061,3
717,30/01/2004,97,2383,2
718,30/01/2004,27,8148,3
719,21/01/2004,44,1734,2
720,21/01/2004,30,2348,1
721,21/01/2004,7,5197,1
722,16/01/2004,65,4265,1
723,16/01/2004,87,3070,3
724,28/01/2004,86,5817,3
725,28/01/2004,82,659,3
726,28/01/2004,70,7497,1
727,28/01/2004,50,2379,2
728,28/01/2004,60,1992,3
729,28/01/2004,68,6733,1
730,28/01/2004,51,1243,3
731,28/01/2004,27,5289,2
732,3/01/2004,90,7262,2
733,3/01/2004,37,7757,1
734,3/01/2004,2,6848,1
735,3/01/2004,89,9804,2
736,3/01/2004,24,1356,1
737,3/01/2004,30,4499,3
738,26/01/2004,76,8198,3
739,26/01/2004,28,1302,1
740,26/01/2004,99,6262,3
741,26/01/2004,13,1387,3
742,26/01/2004,95,6501,3
743,26/01/2004,99,1093,3
744,23/01/2004,90,2987,1
745,23/01/2004,60,5949,3
746,23/01/2004,53,1972,2
747,23/01/2004,100,5563,1
748,19/01/2004,74,5219,2
749,19/01/2004,100,9891,2
750,19/01/2004,59,2977,1
751,19/01/2004,57,3607,3
752,29/01/2004,88,1669,3
753,29/01/2004,5,3169,3
754,29/01/2004,48,4444,2
755,29/01/2004,27,3253,3
756,29/01/2004,17,7705,3
757,29/01/2004,48,7266,3
758,16/01/2004,75,2890,2
759,17/01/2004,95,1525,1
760,17/01/2004,73,6344,2
761,17/01/2004,53,1266,2
762,17/01/2004,20,124,3
763,17/01/2004,8,1298,1
764,19/01/2004,66,1025,2
765,24/01/2004,52,8405,3
766,24/01/2004,85,7810,1
767,24/01/2004,81,9054,1
768,24/01/2004,72,4909,2
769,24/01/2004,29,8808,2
770,30/01/2004,40,5462,3
771,30/01/2004,69,1379,2
772,30/01/2004,16,5261,1
773,30/01/2004,93,7377,1
774,30/01/2004,82,7143,3
775,30/01/2004,100,1387,3
776,6/01/2004,86,4085,2
777,6/01/2004,73,2970,1
778,6/01/2004,46,6707,1
779,6/01/2004,46,2594,1
780,6/01/2004,62,6338,1
781,18/01/2004,72,1612,3
782,18/01/2004,51,8817,1
783,9/01/2004,67,5179,1
784,26/01/2004,83,5669,3
785,16/01/2004,88,1647,3
786,16/01/2004,19,9958,2
787,16/01/2004,48,1491,2
788,16/01/2004,78,5641,3
789,16/01/2004,84,2098,3
790,16/01/2004,93,8628,2
791,16/01/2004,66,4567,3
792,16/01/2004,21,6699,3
793,5/01/2004,92,5174,2
794,5/01/2004,43,3265,2
795,5/01/2004,15,5674,3
796,5/01/2004,41,4019,1
797,5/01/2004,57,8685,3
798,5/01/2004,53,8572,1
799,5/01/2004,68,7064,3
800,15/01/2004,56,5620,3
801,24/01/2004,92,1692,3
802,24/01/2004,12,9496,1
803,31/01/2004,74,2648,1
804,31/01/2004,11,1016,3
805,31/01/2004,18,2109,2
806,31/01/2004,58,8959,1
807,31/01/2004,20,2223,3
808,4/01/2004,82,7841,1
809,4/01/2004,65,5906,2
810,4/01/2004,73,7803,2
811,4/01/2004,71,7707,3
812,4/01/2004,20,5640,3
813,4/01/2004,64,5761,2
814,9/01/2004,69,321,2
815,9/01/2004,64,5697,1
816,9/01/2004,92,3100,3
817,20/01/2004,68,9588,3
818,20/01/2004,81,7878,2
819,20/01/2004,52,5415,2
820,20/01/2004,61,6529,1
821,20/01/2004,80,9178,2
822,20/01/2004,54,4809,3
823,20/01/2004,36,2764,1
824,20/01/2004,1,6282,3
825,18/01/2004,80,1413,2
826,18/01/2004,62,2493,3
827,18/01/2004,87,5633,2
828,18/01/2004,98,4913,1
829,18/01/2004,95,7651,2
830,18/01/2004,89,593,3
831,18/01/2004,55,3230,3
832,9/01/2004,90,9965,2
833,9/01/2004,35,3745,2
834,9/01/2004,2,250,2
835,9/01/2004,37,5222,2
836,9/01/2004,99,5032,1
837,9/01/2004,52,5423,3
838,9/01/2004,82,8518,3
839,9/01/2004,89,3307,1
840,9/01/2004,12,3943,3
841,21/01/2004,55,2364,1
842,21/01/2004,90,1492,2
843,21/01/2004,67,5,2
844,21/01/2004,62,4238,2
845,12/01/2004,74,8976,3
846,12/01/2004,47,4042,2
847,12/01/2004,19,4337,3
848,12/01/2004,99,5001,3
849,12/01/2004,43,8082,2
850,12/01/2004,51,6594,1
851,12/01/2004,64,4530,1
852,2/01/2004,76,5386,1
853,2/01/2004,97,2802,3
854,23/01/2004,45,6998,2
855,23/01/2004,83,5789,2
856,8/01/2004,28,8961,3
857,8/01/2004,95,5692,2
858,8/01/2004,79,6457,2
859,8/01/2004,26,7480,1
860,8/01/2004,62,5163,1
861,8/01/2004,82,3588,2
862,10/01/2004,43,4734,3
863,10/01/2004,98,5404,1
864,10/01/2004,68,2366,2
865,10/01/2004,70,3668,3
866,10/01/2004,25,1703,3
867,10/01/2004,37,3918,2
868,10/01/2004,59,4220,2
869,10/01/2004,61,900,1
870,10/01/2004,24,365,2
871,10/01/2004,93,2484,2
872,10/01/2004,8,6629,2
873,10/01/2004,83,1017,3
874,10/01/2004,19,9050,3
875,10/01/2004,14,8296,2
876,10/01/2004,2,7334,2
