id_producto,Nombre,Precio,id_marca
141,Camara Modelo 473,1523.37,7
142,Tablets Modelo 806,1637.27,1
143,Impresoras Modelo 185,1349.95,13
144,Routers Modelo 241,2723.77,9
145,Auriculares Modelo 339,1643.62,11
146,Teclados Modelo 636,1063.81,15
147,Laptops Modelo 807,2572.58,13
148,Monitores Modelo 369,2880.15,12
149,Laptops Modelo 549,2897.76,11
150,Routers Modelo 918,2451.28,4
151,Tablets Modelo 373,1489.82,6
152,Routers Modelo 333,1264.16,4
153,Mouses Modelo 349,2999.57,13
154,Smartphones Modelo 491,682.72,14
155,Auriculares Modelo 757,2646.59,13
156,Teclados Modelo 174,2454.09,5
157,Routers Modelo 922,797.98,8
158,Mouses Modelo 525,544.72,10
159,Teclados Modelo 400,309.78,7
160,Routers Modelo 818,624.63,15
161,Routers Modelo 818,2850.48,4
162,Impresoras Modelo 851,648.73,8
163,Teclados Modelo 681,2229.72,1
164,Impresoras Modelo 401,2398.94,3
165,Tablets Modelo 203,2105.35,4
166,Smartphones Modelo 260,1025.5,15
167,Tablets Modelo 926,1192.3,11
168,Laptops Modelo 350,2085.59,12
169,Smartphones Modelo 285,371.47,12
170,Teclados Modelo 997,195.31,9
171,Impresoras Modelo 125,2378.29,15
172,Laptops Modelo 161,2295.91,8
173,Auriculares Modelo 785,2383.17,7
174,Tablets Modelo 347,870.55,3
175,Monitores Modelo 399,1630.57,12
176,Mouses Modelo 365,579.38,15
177,Impresoras Modelo 255,2810.81,13
178,Teclados Modelo 745,2395.57,10
179,Laptops Modelo 309,1412.03,2
180,Impresoras Modelo 666,2259.28,15
181,Auriculares Modelo 348,2182.02,15
182,Impresoras Modelo 856,512.02,4
183,Auriculares Modelo 257,1339.67,12
184,Teclados Modelo 145,2195.77,16
185,Teclados Modelo 184,696.33,6
186,Impresoras Modelo 814,1869.54,3
187,Smartphones Modelo 893,1791.97,1
188,Tablets Modelo 675,409.67,11
189,Camara Modelo 227,187.65,4
190,Mouses Modelo 839,227.1,14
191,Mouses Modelo 927,517.17,4
192,Auriculares Modelo 496,87.75,9
193,Camara Modelo 494,408.99,10
194,Impresoras Modelo 733,572.93,12
195,Monitores Modelo 418,1427.95,11
196,Mouses Modelo 788,1895.63,4
197,Camara Modelo 149,1113.47,12
198,Routers Modelo 656,2194.86,15
199,Impresoras Modelo 756,2463.5,2
200,Teclados Modelo 968,2616.98,4
201,Tablets Modelo 744,313.68,15
202,Smartphones Modelo 185,1958.79,13
203,Camara Modelo 856,2729.25,14
204,Smartphones Modelo 387,1796.58,10
205,Monitores Modelo 155,1192.51,13
206,Laptops Modelo 317,197.25,14
207,Auriculares Modelo 212,703.77,13
208,Smartphones Modelo 596,1562.54,1
209,Camara Modelo 470,2761.67,16
210,Laptops Modelo 597,807.24,3
211,Smartphones Modelo 870,583.55,14
212,Routers Modelo 568,1588,9
213,Camara Modelo 162,715.46,5
214,Tablets Modelo 549,2959.2,12
215,Monitores Modelo 636,1671.64,2
216,Impresoras Modelo 108,356.26,4
217,Impresoras Modelo 805,2746.69,2
218,Auriculares Modelo 893,650.43,3
219,Laptops Modelo 239,478.77,15
220,Smartphones Modelo 233,1252.16,12
221,Camara Modelo 405,1562.92,7
222,Impresoras Modelo 303,1578.31,10
223,Impresoras Modelo 552,809.74,2
224,Impresoras Modelo 399,2761.07,6
225,Camara Modelo 813,842.2,12
226,Impresoras Modelo 698,2172.1,12
227,Laptops Modelo 891,406.39,16
228,Impresoras Modelo 963,1664.81,6
229,Routers Modelo 166,1387.12,12
230,Smartphones Modelo 350,1427.76,2
231,Routers Modelo 376,167.24,9
232,Impresoras Modelo 635,483.15,10
233,Mouses Modelo 813,2773.23,1
234,Teclados Modelo 413,1471.72,13
235,Mouses Modelo 103,102.1,1
236,Camara Modelo 576,1024.76,12
237,Smartphones Modelo 920,715.37,7
238,Tablets Modelo 810,1269.9,2
239,Camara Modelo 766,245,9
240,Teclados Modelo 262,499.65,16
241,Smartphones Modelo 883,170.5,13
242,Laptops Modelo 910,197.13,9
243,Routers Modelo 545,2537.45,16
244,Monitores Modelo 221,2467.81,9
245,Tablets Modelo 142,2343.65,1
246,Camara Modelo 137,1894.26,10
247,Camara Modelo 914,2830.11,13
248,Smartphones Modelo 165,2943.63,3
249,Impresoras Modelo 683,2364.14,4
250,Impresoras Modelo 405,2842.79,10
251,Teclados Modelo 820,1028.05,12
252,Teclados Modelo 650,446.89,5
253,Laptops Modelo 857,2188.22,13
254,Auriculares Modelo 255,953.55,13
255,Monitores Modelo 551,1544.65,14
256,Auriculares Modelo 442,1132.92,9
257,Monitores Modelo 829,1052.64,4
258,Auriculares Modelo 440,985.84,13
259,Tablets Modelo 897,1800.54,7
260,Smartphones Modelo 309,2502.59,15
261,Monitores Modelo 631,2158.66,13
262,Monitores Modelo 301,1974.62,4
263,Routers Modelo 718,2505.26,11
264,Laptops Modelo 107,267.48,8
265,Smartphones Modelo 323,80.95,2
266,Tablets Modelo 224,1162.3,12
267,Monitores Modelo 758,2980.93,12
268,Teclados Modelo 358,230.87,10
269,Smartphones Modelo 561,1554.88,10
270,Tablets Modelo 435,2541,11
271,Routers Modelo 349,2912.14,4
272,Camara Modelo 382,767.23,11
273,Monitores Modelo 799,1034.29,16
274,Laptops Modelo 277,2324.62,3
275,Impresoras Modelo 374,2584.69,11
276,Smartphones Modelo 920,2287.39,10
277,Impresoras Modelo 901,824.02,14
278,Routers Modelo 743,1108.21,3
279,Laptops Modelo 612,2721.12,16
280,Mouses Modelo 562,2319.31,11
281,Laptops Modelo 582,1144.71,4
282,Tablets Modelo 321,1826.76,16
283,Tablets Modelo 531,1146.14,2
284,Smartphones Modelo 772,1063.87,6
285,Mouses Modelo 561,2552.58,7
286,Routers Modelo 292,1434.66,8
287,Mouses Modelo 451,2527.05,10
288,Tablets Modelo 301,2598.13,8
289,Impresoras Modelo 115,1775.48,14
290,Tablets Modelo 253,2199.31,2
291,Impresoras Modelo 342,1327.92,8
292,Smartphones Modelo 607,1755.44,9
293,Impresoras Modelo 826,1138.92,15
294,Mouses Modelo 623,2493.05,12
295,Tablets Modelo 612,1101.71,13
296,Camara Modelo 384,1569.81,2
297,Teclados Modelo 386,2169.15,3
298,Impresoras Modelo 859,600.03,2
299,Impresoras Modelo 563,2095.71,15
300,Teclados Modelo 746,2088.71,11
301,Impresoras Modelo 343,1108.94,4
302,Mouses Modelo 541,2318.66,8
303,Monitores Modelo 723,656.76,10
304,Tablets Modelo 445,563.6,9
305,Impresoras Modelo 875,822.59,8
306,Monitores Modelo 911,562.72,4
307,Mouses Modelo 215,562.78,6
308,Teclados Modelo 742,2633.11,1
309,Camara Modelo 252,754.23,13
310,Mouses Modelo 963,1128.44,13
311,Impresoras Modelo 629,184.34,1
312,Smartphones Modelo 739,202.39,1
313,Teclados Modelo 109,1044.91,2
314,Mouses Modelo 789,527.86,2
315,Routers Modelo 330,2058.19,2
316,Tablets Modelo 156,1387.2,1
317,Camara Modelo 879,1041.19,14
318,Teclados Modelo 941,394.19,4
319,Impresoras Modelo 762,2925.22,4
320,Auriculares Modelo 916,2898.26,3
321,Monitores Modelo 308,1471.42,15
322,Laptops Modelo 491,2464.87,16
323,Tablets Modelo 553,1535.89,7
324,Routers Modelo 171,2388.83,15
325,Auriculares Modelo 676,2898.98,15
326,Mouses Modelo 715,1383.36,4
327,Tablets Modelo 147,2987.31,11
328,Teclados Modelo 920,1261.9,8
329,Impresoras Modelo 869,71.29,3
330,Laptops Modelo 406,1813.42,7
331,Tablets Modelo 309,2658.4,12
332,Impresoras Modelo 466,2109.01,14
333,Impresoras Modelo 690,293.64,3
334,Impresoras Modelo 275,1785.62,9
335,Impresoras Modelo 530,1530.27,5
336,Monitores Modelo 695,1225.59,10
337,Smartphones Modelo 436,2212.49,4
338,Tablets Modelo 754,2393.56,2
339,Monitores Modelo 956,1250.13,9
340,Teclados Modelo 673,268.45,11
341,Routers Modelo 697,1385.62,8
342,Tablets Modelo 492,89.72,14
343,Smartphones Modelo 213,96.79,3
344,Smartphones Modelo 652,1484.58,12
345,Teclados Modelo 939,407.24,10
346,Auriculares Modelo 890,2775.27,10
347,Laptops Modelo 940,644.12,16
348,Smartphones Modelo 248,410.37,15
349,Monitores Modelo 229,937.96,6
350,Smartphones Modelo 794,1139.86,13
351,Tablets Modelo 837,1643.91,5
352,Routers Modelo 288,1646.01,15
353,Auriculares Modelo 389,319.19,3
354,Teclados Modelo 175,2365.96,10
355,Monitores Modelo 223,594.74,13
356,Mouses Modelo 892,2229.12,13
357,Monitores Modelo 801,1314.86,15
358,Tablets Modelo 676,431.11,9
359,Camara Modelo 896,2816.55,12
360,Monitores Modelo 287,1915.02,3
361,Mouses Modelo 925,2754.93,5
362,Routers Modelo 274,604.28,11
363,Auriculares Modelo 116,1071.92,3
364,Monitores Modelo 983,1036.71,10
365,Laptops Modelo 572,2265.14,2
366,Camara Modelo 402,908.51,6
367,Tablets Modelo 195,1072.87,3
368,Impresoras Modelo 208,1754.18,14
369,Camara Modelo 193,1049.34,3
370,Smartphones Modelo 789,317.23,6
371,Smartphones Modelo 789,1037.08,14
372,Impresoras Modelo 241,1876.04,8
373,Impresoras Modelo 269,240.45,13
374,Auriculares Modelo 467,1818.65,16
375,Monitores Modelo 143,868.4,5
376,Camara Modelo 163,2014.96,15
377,Tablets Modelo 475,862.29,10
378,Impresoras Modelo 312,2393.84,13
379,Routers Modelo 928,2554.83,10
380,Camara Modelo 940,332.99,1
381,Auriculares Modelo 908,2744.19,11
382,Monitores Modelo 971,2327.54,13
383,Mouses Modelo 982,1120.51,15
384,Smartphones Modelo 330,826.51,11
385,Laptops Modelo 301,2964.74,3
386,Laptops Modelo 579,1426.23,8
387,Laptops Modelo 191,2163.68,6
388,Smartphones Modelo 638,2189.77,16
389,Routers Modelo 951,1495.72,9
390,Teclados Modelo 158,103.47,14
391,Smartphones Modelo 441,2858.82,11
392,Auriculares Modelo 103,2651.29,3
393,Smartphones Modelo 831,367.96,7
394,Laptops Modelo 458,565.14,7
395,Camara Modelo 424,1257.92,13
396,Impresoras Modelo 525,2060.97,1
397,Teclados Modelo 879,2620.02,5
398,Mouses Modelo 449,380.55,12
399,Auriculares Modelo 168,2253.94,4
400,Teclados Modelo 151,705.18,11
401,Auriculares Modelo 883,152.96,6
402,Teclados Modelo 810,2839.44,8
403,Monitores Modelo 486,811.77,6
404,Impresoras Modelo 872,2314.4,7
405,Camara Modelo 545,482.23,12
406,Monitores Modelo 775,2252.69,11
407,Routers Modelo 586,2456.82,14
408,Routers Modelo 453,1221.49,1
409,Auriculares Modelo 285,1126.38,11
410,Tablets Modelo 923,983.38,7
411,Auriculares Modelo 925,218.07,16
412,Monitores Modelo 123,1910.86,14
413,Impresoras Modelo 580,2010.53,9
414,Teclados Modelo 579,1375.71,13
415,Monitores Modelo 861,663.85,15
416,Laptops Modelo 440,1741.08,8
417,Laptops Modelo 466,512.85,8
418,Smartphones Modelo 846,984.63,11
419,Mouses Modelo 609,1634.17,4
420,Routers Modelo 941,686.23,16
421,Monitores Modelo 945,2130.55,15
422,Camara Modelo 582,255.29,2
423,Routers Modelo 903,2297.57,15
424,Mouses Modelo 766,1107.11,11
425,Tablets Modelo 754,1738,11
426,Smartphones Modelo 264,1698.74,4
427,Auriculares Modelo 642,2912.83,16
428,Tablets Modelo 203,2110.5,5
429,Tablets Modelo 422,820.5,15
430,Teclados Modelo 630,898.41,11
431,Smartphones Modelo 319,260,4
432,Routers Modelo 177,2524.42,11
433,Monitores Modelo 237,1565.24,2
434,Routers Modelo 356,2757.6,9
435,Routers Modelo 722,51.9,3
436,Impresoras Modelo 950,2130.5,16
437,Routers Modelo 496,1634.94,4
438,Tablets Modelo 713,2359.4,1
439,Tablets Modelo 740,1014.76,2
440,Auriculares Modelo 481,95.22,15
441,Smartphones Modelo 748,1871.24,1
442,Routers Modelo 489,2464.72,16
443,Camara Modelo 808,1692.65,14
444,Teclados Modelo 616,1243.13,14
445,Smartphones Modelo 806,1426.25,14
446,Teclados Modelo 297,1239.96,7
447,Smartphones Modelo 606,491.56,12
448,Mouses Modelo 916,2779.64,9
449,Laptops Modelo 867,1781.14,7
450,Routers Modelo 495,2486.47,1
451,Impresoras Modelo 255,1027.14,6
452,Camara Modelo 325,460.04,5
453,Laptops Modelo 692,954.1,15
454,Laptops Modelo 896,1515.5,12
455,Camara Modelo 838,462.44,2
456,Camara Modelo 199,926.67,3
457,Routers Modelo 205,1358.93,3
458,Auriculares Modelo 709,738.19,14
459,Mouses Modelo 468,1571.2,7
460,Monitores Modelo 624,1489.66,8
461,Teclados Modelo 233,1778.22,8
462,Mouses Modelo 428,2317.01,11
463,Auriculares Modelo 148,1449.34,13
464,Monitores Modelo 882,1621.3,5
465,Teclados Modelo 154,2056.55,3
466,Camara Modelo 585,2193.13,8
467,Smartphones Modelo 260,2386.13,5
468,Auriculares Modelo 130,387.29,5
469,Teclados Modelo 263,2276.47,8
470,Mouses Modelo 527,812.28,2
471,Mouses Modelo 417,2555.83,15
472,Camara Modelo 755,353.55,1
473,Mouses Modelo 174,614.82,9
474,Tablets Modelo 394,1556.62,14
475,Laptops Modelo 273,2719.66,1
476,Laptops Modelo 674,998.93,10
477,Camara Modelo 979,1396.19,10
478,Camara Modelo 548,76.35,13
479,Teclados Modelo 891,2785.29,7
480,Smartphones Modelo 483,1784.29,4
481,Monitores Modelo 710,2815.72,15
482,Tablets Modelo 240,803.44,15
483,Camara Modelo 287,2545.94,5
484,Routers Modelo 386,2668.44,5
485,Monitores Modelo 646,765.55,16
486,Laptops Modelo 213,2291.07,16
487,Camara Modelo 898,82.2,4
488,Routers Modelo 163,755.18,12
489,Monitores Modelo 491,1111.88,10
490,Camara Modelo 842,1494.42,4
491,Smartphones Modelo 107,399.5,16
492,Laptops Modelo 293,2794.69,12
493,Smartphones Modelo 328,2501.8,3
494,Auriculares Modelo 682,2931.87,13
495,Teclados Modelo 835,391.73,2
496,Tablets Modelo 509,1264.45,8
497,Routers Modelo 396,1768.3,3
498,Laptops Modelo 941,1693.54,11
499,Tablets Modelo 665,1737.56,10
500,Teclados Modelo 693,1276.85,10
501,Auriculares Modelo 575,581.38,1
502,Laptops Modelo 809,2294.08,14
503,Monitores Modelo 726,2226.17,3
504,Camara Modelo 369,2373.63,8
505,Impresoras Modelo 455,2090.13,8
506,Mouses Modelo 510,169.32,11
507,Teclados Modelo 520,2877.44,11
508,Mouses Modelo 296,716.58,8
509,Tablets Modelo 257,1432.52,6
510,Routers Modelo 859,776.05,12
511,Impresoras Modelo 553,817.87,16
512,Monitores Modelo 914,2466.78,1
513,Teclados Modelo 561,2247.41,13
514,Laptops Modelo 234,2799.08,10
515,Tablets Modelo 113,71.2,8
516,Auriculares Modelo 321,1967.7,1
517,Tablets Modelo 713,2046.49,12
518,Smartphones Modelo 527,2101.29,14
519,Camara Modelo 448,998.67,15
520,Smartphones Modelo 505,2589.82,13
521,Auriculares Modelo 791,270.27,10
522,Routers Modelo 851,2749.38,15
523,Routers Modelo 152,2353.76,14
524,Camara Modelo 929,2330.53,13
525,Smartphones Modelo 323,469.15,11
526,Camara Modelo 496,2437.86,9
527,Routers Modelo 271,1887.47,2
528,Laptops Modelo 416,118.34,16
529,Routers Modelo 713,884.81,8
530,Auriculares Modelo 887,740.5,4
531,Smartphones Modelo 954,2474.17,14
532,Smartphones Modelo 814,1891.78,8
533,Laptops Modelo 385,1283.58,5
534,Impresoras Modelo 863,490.85,12
535,Mouses Modelo 430,1866.18,8
536,Routers Modelo 973,1068.23,10
537,Routers Modelo 827,928.11,12
538,Smartphones Modelo 927,207.67,1
539,Laptops Modelo 550,2294.77,15
540,Impresoras Modelo 460,2434.5,1
541,Routers Modelo 389,667.78,14
542,Impresoras Modelo 229,2058.91,13
543,Impresoras Modelo 114,2733.96,9
544,Laptops Modelo 272,1293.91,16
545,Monitores Modelo 355,1304.51,10
546,Routers Modelo 893,1675.01,5
547,Monitores Modelo 523,1801.81,13
548,Mouses Modelo 126,1371.79,7
549,Camara Modelo 353,308.97,9
550,Tablets Modelo 197,1375.41,14
551,Smartphones Modelo 134,257.55,8
552,Smartphones Modelo 326,1723.3,7
553,Mouses Modelo 706,2477.71,1
554,Impresoras Modelo 138,265.69,1
555,Teclados Modelo 765,686.58,10
556,Camara Modelo 978,1625.05,7
557,Tablets Modelo 831,1186.15,2
558,Routers Modelo 216,1228.92,3
559,Auriculares Modelo 986,2089.02,2
560,Laptops Modelo 500,2190.23,1
561,Auriculares Modelo 393,2047.05,10
562,Camara Modelo 525,2676.35,9
563,Tablets Modelo 684,1332.91,9
564,Auriculares Modelo 360,1436.06,1
565,Laptops Modelo 921,1981.04,13
566,Mouses Modelo 822,1423.83,8
567,Tablets Modelo 779,1251.77,15
568,Impresoras Modelo 648,1387.05,3
569,Camara Modelo 279,2333.75,3
570,Camara Modelo 630,1079.31,16
571,Mouses Modelo 409,2507.37,3
572,Laptops Modelo 193,1804.08,2
573,Smartphones Modelo 544,1790.41,11
574,Teclados Modelo 295,268.82,8
575,Monitores Modelo 818,1687.28,2
576,Mouses Modelo 912,751.24,9
577,Mouses Modelo 342,1236.12,15
578,Auriculares Modelo 308,321.2,5
579,Impresoras Modelo 932,1552.04,8
580,Laptops Modelo 731,2366.11,7
581,Camara Modelo 519,1329.76,15
582,Monitores Modelo 865,1185.96,13
583,Monitores Modelo 230,698.72,13
584,Laptops Modelo 501,676.61,16
585,Auriculares Modelo 478,660.24,12
586,Mouses Modelo 871,106.93,16
587,Smartphones Modelo 907,2078.4,3
588,Monitores Modelo 113,2366.66,2
589,Mouses Modelo 659,324.12,16
590,Camara Modelo 553,164.38,15
591,Impresoras Modelo 415,2150.94,5
592,Monitores Modelo 106,1414.1,4
593,Monitores Modelo 795,1306.91,14
594,Auriculares Modelo 671,2434.82,7
595,Teclados Modelo 105,2118.12,8
596,Impresoras Modelo 107,803.08,6
597,Teclados Modelo 734,2479.47,14
598,Camara Modelo 178,1768.99,8
599,Smartphones Modelo 157,313.11,13
600,Impresoras Modelo 224,232.73,8
601,Impresoras Modelo 396,1573.76,14
602,Camara Modelo 397,2429.82,11
603,Smartphones Modelo 862,1288,12
604,Teclados Modelo 809,2047.04,8
605,Tablets Modelo 819,2067.25,9
606,Mouses Modelo 466,975.08,5
607,Mouses Modelo 546,2495.82,11
608,Monitores Modelo 287,1676.68,8
609,Laptops Modelo 658,321.98,5
610,Camara Modelo 327,1837.74,12
611,Routers Modelo 398,1196.2,13
612,Impresoras Modelo 175,1756.46,5
613,Auriculares Modelo 837,1776.65,12
614,Monitores Modelo 349,1606.03,11
615,Auriculares Modelo 635,2313.02,14
616,Camara Modelo 564,1414.58,7
617,Tablets Modelo 685,2382.98,9
618,Impresoras Modelo 154,1370.65,16
619,Impresoras Modelo 554,1068.05,4
620,Mouses Modelo 523,2362.39,11
621,Mouses Modelo 668,2298.72,3
622,Laptops Modelo 622,2956.34,11
623,Impresoras Modelo 347,2106.17,1
624,Auriculares Modelo 574,2051.01,4
625,Tablets Modelo 852,2583.26,6
626,Auriculares Modelo 659,1840.01,1
627,Mouses Modelo 388,799.73,14
628,Laptops Modelo 641,2672.09,11
629,Laptops Modelo 550,1206.01,16
630,Impresoras Modelo 617,2780.02,15
631,Routers Modelo 251,2528.76,2
632,Monitores Modelo 392,2977.59,11
633,Routers Modelo 879,2120.47,5
634,Smartphones Modelo 375,2517.48,11
635,Routers Modelo 467,1492.29,9
636,Mouses Modelo 196,443.61,14
637,Camara Modelo 982,2685.67,2
638,Teclados Modelo 753,551.57,7
639,Smartphones Modelo 579,638.08,12
640,Smartphones Modelo 310,2005.97,11
641,Tablets Modelo 492,2958.34,6
642,Mouses Modelo 893,498.07,8
643,Impresoras Modelo 859,2902.46,4
644,Smartphones Modelo 582,1543.67,16
645,Camara Modelo 699,249.96,13
646,Auriculares Modelo 366,2300.35,15
647,Mouses Modelo 915,2878.36,4
648,Camara Modelo 490,1694.17,6
649,Teclados Modelo 649,1608.84,3
650,Impresoras Modelo 473,561.92,6
651,Routers Modelo 812,2180.29,16
652,Laptops Modelo 823,2893.01,7
653,Camara Modelo 865,155.11,9
654,Smartphones Modelo 477,926.45,1
655,Auriculares Modelo 857,983.4,3
656,Impresoras Modelo 593,655.23,9
657,Laptops Modelo 639,2229.83,10
658,Routers Modelo 525,1127.38,10
659,Teclados Modelo 516,518.66,5
660,Teclados Modelo 308,1188.98,1
661,Mouses Modelo 118,1329.31,7
662,Routers Modelo 259,2290.77,4
663,Routers Modelo 411,2217.56,5
664,Monitores Modelo 488,1877.42,5
665,Tablets Modelo 467,2290.86,7
666,Auriculares Modelo 981,377.09,11
667,Tablets Modelo 254,396.47,7
668,Laptops Modelo 759,1138.14,2
669,Teclados Modelo 261,1524.14,16
670,Mouses Modelo 737,2751.94,15
671,Laptops Modelo 222,2008.24,4
672,Laptops Modelo 555,1530.14,14
673,Routers Modelo 912,215.72,16
674,Camara Modelo 580,137.16,7
675,Monitores Modelo 952,2127.81,16
676,Smartphones Modelo 609,1823.7,7
677,Monitores Modelo 536,1947.05,1
678,Smartphones Modelo 518,1468.58,5
679,Teclados Modelo 123,517.87,11
680,Camara Modelo 460,1606.77,10
681,Tablets Modelo 550,834.68,8
682,Monitores Modelo 744,2517.17,1
683,Smartphones Modelo 375,2444.41,6
684,Auriculares Modelo 465,753.04,2
685,Impresoras Modelo 453,1437.51,4
686,Camara Modelo 364,265.91,3
687,Tablets Modelo 723,106.2,8
688,Smartphones Modelo 946,2155.79,6
689,Teclados Modelo 512,764.89,14
690,Laptops Modelo 170,2592.44,8
691,Smartphones Modelo 598,1971.22,1
692,Smartphones Modelo 844,1669.96,7
693,Mouses Modelo 177,1627.96,13
694,Impresoras Modelo 668,2603.15,1
695,Monitores Modelo 340,2398.46,14
696,Smartphones Modelo 868,302.99,8
697,Laptops Modelo 121,2720.39,9
698,Laptops Modelo 310,180.41,11
699,Smartphones Modelo 213,2623.81,3
700,Mouses Modelo 180,2895.28,3
701,Smartphones Modelo 498,893.58,3
702,Auriculares Modelo 852,2826.37,11
703,Monitores Modelo 892,682.39,11
704,Laptops Modelo 165,2717.23,5
705,Camara Modelo 675,2642.44,11
